Cow no,Weight(kg),Increase Weight,Total Feed(kg),Corn(ভুট্টা)(kg),Khail(খৈল)(kg),Khor(খর)(kg),Green Grass(kg),Sailase(সাইলেস)(kg),Wheat Husk(kg),Madicine,Water,Current,Coil,Worker,Total cost(tk),Milk(Ltr.),kids income,kids cost,Milk Income,Milk Revenue,Kids Revenue,Total_Revenue,profit
142,341,341.1232,10.23,1.5272,0.9656,0.8184,1.8782,1.023,2.046,30,6.66,3.33,10,66,316.7104,8.525,49.01960784,13.7254902,596.75,280.0396,35.29411765,315.3337176,1
143,312,312.1232,9.36,1.872,1.1232,0.9416,2.34,0.936,1.872,30,6.66,3.33,10,66,326.6196,7.8,49.01960784,13.7254902,546,219.3804,35.29411765,254.6745176,1
144,411,411.1232,12.33,2.466,1.4796,0.9864,3.0825,1.233,2.466,30,6.66,3.33,10,66,387.8665,10.275,49.01960784,13.7254902,719.25,331.3835,35.29411765,366.6776176,1
145,241,241.1232,7.23,2.5892,0.8676,0.5784,3.2057,1.3562,1.446,30,6.66,3.33,10,66,309.3121,6.025,49.01960784,13.7254902,421.75,112.4379,35.29411765,147.7320176,1
146,343,343.1232,10.29,2.058,0.9908,0.7016,2.5725,1.029,2.058,30,6.66,3.33,10,66,328.7413,8.575,49.01960784,13.7254902,600.25,271.5087,35.29411765,306.8028176,1
147,263,263.1232,7.89,1.578,0.9468,0.6312,1.9725,0.789,1.578,30,6.66,3.33,10,66,289.9645,6.575,49.01960784,13.7254902,460.25,170.2855,35.29411765,205.5796176,1
148,307,307.1232,9.21,1.7012,1.1052,0.7368,2.0957,0.921,1.842,30,6.66,3.33,10,66,315.5109,7.675,49.01960784,13.7254902,537.25,221.7391,35.29411765,257.0332176,1
149,289,289.1232,8.67,1.734,1.0404,0.86,2.1675,1.0442,1.734,30,6.66,3.33,10,66,312.7735,7.225,49.01960784,13.7254902,505.75,192.9765,35.29411765,228.2706176,1
150,385,385.1232,11.55,2.31,1.1636,0.924,2.8875,1.155,2.31,30,6.66,3.33,10,66,360.2147,9.625,49.01960784,13.7254902,673.75,313.5353,35.29411765,348.8294176,1
151,272,272.1232,8.16,2.4332,0.9792,0.6528,3.0107,0.816,1.632,30,6.66,3.33,10,66,314.7309,6.8,49.01960784,13.7254902,476,161.2691,35.29411765,196.5632176,1
152,341,341.1232,10.23,2.046,1.2276,0.776,2.5575,1.023,2.046,30,6.66,3.33,10,66,340.6287,8.525,49.01960784,13.7254902,596.75,256.1213,35.29411765,291.4154176,1
153,294,294.1232,8.82,1.764,1.0584,0.7056,2.205,1.1462,1.764,30,6.66,3.33,10,66,313.3772,7.35,49.01960784,13.7254902,514.5,201.1228,35.29411765,236.4169176,1
154,329,329.1232,9.87,1.8872,1.1816,0.7896,2.3282,0.987,1.974,30,6.66,3.33,10,66,331.2148,8.225,49.01960784,13.7254902,575.75,244.5352,35.29411765,279.8293176,1
155,273,273.1232,8.19,1.638,0.9828,0.9128,2.0475,0.819,1.638,30,6.66,3.33,10,66,302.2467,6.825,49.01960784,13.7254902,477.75,175.5033,35.29411765,210.7974176,1
156,309,309.1232,9.27,1.854,1.1124,0.7416,2.3175,0.927,1.854,30,6.66,3.33,10,66,320.3935,7.725,49.01960784,13.7254902,540.75,220.3565,35.29411765,255.6506176,1
157,292,292.1232,8.76,1.9772,1.0512,0.7008,2.4407,1.0502,1.752,30,6.66,3.33,10,66,316.1971,7.3,49.01960784,13.7254902,511,194.8029,35.29411765,230.0970176,1
158,267,267.1232,8.01,1.602,1.1744,0.824,2.0025,0.801,1.602,30,6.66,3.33,10,66,306.6613,6.675,49.01960784,13.7254902,467.25,160.5887,35.29411765,195.8828176,1
159,288,288.1232,8.64,1.728,1.0368,0.6912,2.16,0.864,1.728,30,6.66,3.33,10,66,306.502,7.2,49.01960784,13.7254902,504,197.498,35.29411765,232.7921176,1
160,291,291.1232,8.73,1.8512,1.0476,0.6984,2.2832,0.873,1.746,30,6.66,3.33,10,66,310.7694,7.275,49.01960784,13.7254902,509.25,198.4806,35.29411765,233.7747176,1
161,321,321.1232,9.63,1.926,1.1556,0.8216,2.4075,0.9962,1.926,30,6.66,3.33,10,66,329.8231,8.025,49.01960784,13.7254902,561.75,231.9269,35.29411765,267.2210176,1
162,246,246.1232,7.38,1.476,1.2788,0.5904,1.845,0.738,1.476,30,6.66,3.33,10,66,297.1994,6.15,49.01960784,13.7254902,430.5,133.3006,35.29411765,168.5947176,1
163,348,348.1232,10.44,1.5992,1.2528,0.8352,1.9682,1.044,2.088,30,6.66,3.33,10,66,334.3674,8.7,49.01960784,13.7254902,609,274.6326,35.29411765,309.9267176,1
164,247,247.1232,7.41,1.482,0.8892,0.9584,1.8525,0.741,1.482,30,6.66,3.33,10,66,287.4237,6.175,49.01960784,13.7254902,432.25,144.8263,35.29411765,180.1204176,1
165,387,387.1232,11.61,2.322,1.3932,0.9288,2.9025,0.8642,2.322,30,6.66,3.33,10,66,368.7257,9.675,49.01960784,13.7254902,677.25,308.5243,35.29411765,343.8184176,1
166,248,248.1232,7.44,2.4452,1.5164,0.5952,3.0257,0.744,1.488,30,6.66,3.33,10,66,331.8691,6.2,49.01960784,13.7254902,434,102.1309,35.29411765,137.4250176,1
167,386,386.1232,11.58,2.316,1.3896,0.7184,2.895,1.158,2.316,30,6.66,3.33,10,66,366.753,9.65,49.01960784,13.7254902,675.5,308.747,35.29411765,344.0411176,1
168,249,249.1232,7.47,1.494,0.8964,0.5976,1.8675,0.747,1.494,30,6.66,3.33,10,66,280.7035,6.225,49.01960784,13.7254902,435.75,155.0465,35.29411765,190.3406176,1
169,344,344.1232,10.32,1.6172,1.2384,0.8256,1.9907,0.8702,2.064,30,6.66,3.33,10,66,330.9391,8.6,49.01960784,13.7254902,602,271.0609,35.29411765,306.3550176,1
170,250,250.1232,7.5,1.5,1.3616,0.9488,1.875,0.75,1.5,30,6.66,3.33,10,66,310.7338,6.25,49.01960784,13.7254902,437.5,126.7662,35.29411765,162.0603176,1
171,343,343.1232,10.29,2.058,1.2348,0.8232,2.5725,1.029,2.058,30,6.66,3.33,10,66,342.8845,8.575,49.01960784,13.7254902,600.25,257.3655,35.29411765,292.6596176,1
172,251,251.1232,7.53,2.1812,0.9036,0.6024,2.6957,0.753,1.506,30,6.66,3.33,10,66,297.8469,6.275,49.01960784,13.7254902,439.25,141.4031,35.29411765,176.6972176,1
173,342,342.1232,10.26,2.052,1.2312,0.7256,2.565,0.8762,2.052,30,6.66,3.33,10,66,338.4808,8.55,49.01960784,13.7254902,598.5,260.0192,35.29411765,295.3133176,1
174,252,252.1232,7.56,1.512,1.3544,0.6048,1.89,0.756,1.512,30,6.66,3.33,10,66,303.7064,6.3,49.01960784,13.7254902,441,137.2936,35.29411765,172.5877176,1
175,334,334.1232,10.02,1.6352,1.2024,0.8016,2.0132,1.002,2.004,30,6.66,3.33,10,66,327.9564,8.35,49.01960784,13.7254902,584.5,256.5436,35.29411765,291.8377176,1
176,275,275.1232,8.25,1.65,0.99,0.9248,2.0625,0.825,1.65,30,6.66,3.33,10,66,303.7281,6.875,49.01960784,13.7254902,481.25,177.5219,35.29411765,212.8160176,1
177,333,333.1232,9.99,1.998,1.1988,0.7992,2.4975,0.9482,1.998,30,6.66,3.33,10,66,335.7107,8.325,49.01960784,13.7254902,582.75,247.0393,35.29411765,282.3334176,1
178,276,276.1232,8.28,2.1212,1.322,0.6624,2.6207,0.828,1.656,30,6.66,3.33,10,66,324.8317,6.9,49.01960784,13.7254902,483,158.1683,35.29411765,193.4624176,1
179,332,332.1232,9.96,1.992,1.1952,0.7856,2.49,0.996,1.992,30,6.66,3.33,10,66,335.3616,8.3,49.01960784,13.7254902,581,245.6384,35.29411765,280.9325176,1
180,267,267.1232,8.01,1.602,0.9612,0.6408,2.0025,0.801,1.602,30,6.66,3.33,10,66,292.6105,6.675,49.01960784,13.7254902,467.25,174.6395,35.29411765,209.9336176,1
181,331,331.1232,9.93,1.7252,1.1916,0.7944,2.1257,0.9242,1.986,30,6.66,3.33,10,66,327.7801,8.275,49.01960784,13.7254902,579.25,251.4699,35.29411765,286.7640176,1
182,268,268.1232,8.04,1.608,1.3148,0.9176,2.01,0.804,1.608,30,6.66,3.33,10,66,315.7588,6.7,49.01960784,13.7254902,469,153.2412,35.29411765,188.5353176,1
183,330,330.1232,9.9,1.98,1.188,0.792,2.475,0.99,1.98,30,6.66,3.33,10,66,334.285,8.25,49.01960784,13.7254902,577.5,243.215,35.29411765,278.5091176,1
184,269,269.1232,8.07,2.1032,0.9684,0.6456,2.5982,0.807,1.614,30,6.66,3.33,10,66,305.3364,6.725,49.01960784,13.7254902,470.75,165.4136,35.29411765,200.7077176,1
185,329,329.1232,9.87,1.974,1.1844,0.7688,2.4675,0.9302,1.974,30,6.66,3.33,10,66,332.5411,8.225,49.01960784,13.7254902,575.75,243.2089,35.29411765,278.5030176,1
186,270,270.1232,8.1,1.62,1.3076,0.648,2.025,0.81,1.62,30,6.66,3.33,10,66,310.3682,6.75,49.01960784,13.7254902,472.5,162.1318,35.29411765,197.4259176,1
187,230,230.1232,6.9,1.38,1.4308,0.7712,1.725,0.69,1.38,30,6.66,3.33,10,66,301.289,5.75,49.01960784,13.7254902,402.5,101.211,35.29411765,136.5051176,1
188,328,328.1232,9.84,1.968,1.1808,0.7872,2.46,0.984,1.968,30,6.66,3.33,10,66,332.962,8.2,49.01960784,13.7254902,574,241.038,35.29411765,276.3321176,1
189,271,271.1232,8.13,2.0912,0.9756,0.6504,2.5832,0.813,1.626,30,6.66,3.33,10,66,306.0894,6.775,49.01960784,13.7254902,474.25,168.1606,35.29411765,203.4547176,1
190,231,231.1232,6.93,1.386,0.8316,0.7736,1.7325,0.9362,1.386,30,6.66,3.33,10,66,276.2941,5.775,49.01960784,13.7254902,404.25,127.9559,35.29411765,163.2500176,1
191,327,327.1232,9.81,1.962,0.9548,0.7848,2.4525,0.981,1.962,30,6.66,3.33,10,66,321.8477,8.175,49.01960784,13.7254902,572.25,250.4023,35.29411765,285.6964176,1
192,272,272.1232,8.16,1.632,1.078,0.908,2.04,0.816,1.632,30,6.66,3.33,10,66,306.176,6.8,49.01960784,13.7254902,476,169.824,35.29411765,205.1181176,1
193,232,232.1232,6.96,1.392,0.8352,0.5568,1.74,0.696,1.392,30,6.66,3.33,10,66,269.458,5.8,49.01960784,13.7254902,406,136.542,35.29411765,171.8361176,1
194,326,326.1232,9.78,1.5152,1.1736,0.7824,1.8632,0.978,1.956,30,6.66,3.33,10,66,320.9544,8.15,49.01960784,13.7254902,570.5,249.5456,35.29411765,284.8397176,1
195,273,273.1232,8.19,1.638,0.9828,0.9056,2.0475,1.1012,1.638,30,6.66,3.33,10,66,305.1925,6.825,49.01960784,13.7254902,477.75,172.5575,35.29411765,207.8516176,1
196,325,325.1232,9.75,1.95,1.106,0.78,2.4375,0.975,1.95,30,6.66,3.33,10,66,327.9695,8.125,49.01960784,13.7254902,568.75,240.7805,35.29411765,276.0746176,1
197,233,233.1232,6.99,1.398,1.2292,0.9032,1.7475,0.699,1.398,30,6.66,3.33,10,66,296.0363,5.825,49.01960784,13.7254902,407.75,111.7137,35.29411765,147.0078176,1
198,274,274.1232,8.22,1.644,0.9864,0.6576,2.055,0.822,1.644,30,6.66,3.33,10,66,297.241,6.85,49.01960784,13.7254902,479.5,182.259,35.29411765,217.5531176,1
199,324,324.1232,9.72,1.7672,1.1664,0.7776,2.1782,0.972,1.944,30,6.66,3.33,10,66,325.9014,8.1,49.01960784,13.7254902,567,241.0986,35.29411765,276.3927176,1
200,234,234.1232,7.02,1.404,0.8424,0.9008,1.755,1.0952,1.404,30,6.66,3.33,10,66,282.5686,5.85,49.01960784,13.7254902,409.5,126.9314,35.29411765,162.2255176,1
201,275,275.1232,8.25,1.65,0.9656,0.66,2.0625,0.825,1.65,30,6.66,3.33,10,66,296.7557,6.875,49.01960784,13.7254902,481.25,184.4943,35.29411765,219.7884176,1
202,323,323.1232,9.69,1.938,1.0888,0.7832,2.4225,0.969,1.938,30,6.66,3.33,10,66,326.3525,8.075,49.01960784,13.7254902,565.25,238.8975,35.29411765,274.1916176,1
203,235,235.1232,7.05,1.41,0.846,0.564,1.7625,0.705,1.41,30,6.66,3.33,10,66,271.4425,5.875,49.01960784,13.7254902,411.25,139.8075,35.29411765,175.1016176,1
204,276,276.1232,8.28,1.5332,0.9936,0.6624,1.8857,0.828,1.656,30,6.66,3.33,10,66,295.4319,6.9,49.01960784,13.7254902,483,187.5681,35.29411765,222.8622176,1
205,322,322.1232,9.66,1.932,1.1592,0.7856,2.415,0.9512,1.932,30,6.66,3.33,10,66,329.1118,8.05,49.01960784,13.7254902,563.5,234.3882,35.29411765,269.6823176,1
206,236,236.1232,7.08,1.416,1.2824,0.5664,1.77,0.708,1.416,30,6.66,3.33,10,66,292.4456,5.9,49.01960784,13.7254902,413,120.5544,35.29411765,155.8485176,1
207,277,277.1232,8.31,1.662,1.4056,0.6896,2.0775,0.831,1.662,30,6.66,3.33,10,66,318.9659,6.925,49.01960784,13.7254902,484.75,165.7841,35.29411765,201.0782176,1
208,321,321.1232,9.63,1.926,1.1556,0.7704,2.4075,0.963,1.926,30,6.66,3.33,10,66,328.3315,8.025,49.01960784,13.7254902,561.75,233.4185,35.29411765,268.7126176,1
209,237,237.1232,7.11,2.0492,0.8532,0.5688,2.5307,0.711,1.422,30,6.66,3.33,10,66,287.4459,5.925,49.01960784,13.7254902,414.75,127.3041,35.29411765,162.5982176,1
210,278,278.1232,8.34,1.668,1.0008,0.692,2.085,0.8342,1.668,30,6.66,3.33,10,66,300.4348,6.95,49.01960784,13.7254902,486.5,186.0652,35.29411765,221.3593176,1
211,320,320.1232,9.6,1.92,1.124,0.768,2.4,0.96,1.92,30,6.66,3.33,10,66,326.354,8,49.01960784,13.7254902,560,233.646,35.29411765,268.9401176,1
212,278,278.1232,8.34,1.668,1.2472,0.8912,2.085,0.834,1.668,30,6.66,3.33,10,66,316.3958,6.95,49.01960784,13.7254902,486.5,170.1042,35.29411765,205.3983176,1
213,279,279.1232,8.37,1.674,1.0044,0.6696,2.0925,0.837,1.674,30,6.66,3.33,10,66,300.5485,6.975,49.01960784,13.7254902,488.25,187.7015,35.29411765,222.9956176,1
214,319,319.1232,9.57,1.7972,1.1484,0.7656,2.2157,0.957,1.914,30,6.66,3.33,10,66,324.0189,7.975,49.01960784,13.7254902,558.25,234.2311,35.29411765,269.5252176,1
215,238,238.1232,7.14,1.428,0.8568,0.8888,1.785,1.0802,1.428,30,6.66,3.33,10,66,284.4424,5.95,49.01960784,13.7254902,416.5,132.0576,35.29411765,167.3517176,1
216,280,280.1232,8.4,1.68,0.98,0.672,2.1,0.84,1.68,30,6.66,3.33,10,66,299.894,7,49.01960784,13.7254902,490,190.106,35.29411765,225.4001176,1
217,318,318.1232,9.54,1.908,1.1032,0.7952,2.385,0.954,1.908,30,6.66,3.33,10,66,325.0958,7.95,49.01960784,13.7254902,556.5,231.4042,35.29411765,266.6983176,1
218,239,239.1232,7.17,1.434,0.8604,0.5736,1.7925,0.717,1.434,30,6.66,3.33,10,66,274.0885,5.975,49.01960784,13.7254902,418.25,144.1615,35.29411765,179.4556176,1
219,281,281.1232,8.43,1.5572,1.0116,0.6744,2.1075,0.843,1.686,30,6.66,3.33,10,66,299.9395,7.025,49.01960784,13.7254902,491.75,191.8105,35.29411765,227.1046176,1
220,317,317.1232,9.51,1.902,1.1412,0.7976,2.3775,0.951,1.902,30,6.66,3.33,10,66,326.4951,7.925,49.01960784,13.7254902,554.75,228.2549,35.29411765,263.5490176,1
221,282,282.1232,8.46,1.692,1.2644,0.6768,2.115,0.846,1.692,30,6.66,3.33,10,66,314.2454,7.05,49.01960784,13.7254902,493.5,179.2546,35.29411765,214.5487176,1
222,316,316.1232,9.48,1.896,1.3876,0.8,2.37,0.948,1.896,30,6.66,3.33,10,66,337.6892,7.9,49.01960784,13.7254902,553,215.3108,35.29411765,250.6049176,1
223,415,415.1232,12.45,2.49,1.494,0.996,3.1125,1.245,2.49,30,6.66,3.33,10,66,390.5125,10.375,49.01960784,13.7254902,726.25,335.7375,35.29411765,371.0316176,1
224,521,521.1232,15.63,3.126,1.6172,1.2504,3.9075,1.563,3.126,30,6.66,3.33,10,66,448.4867,13.025,49.01960784,13.7254902,911.75,463.2633,35.29411765,498.5574176,1
225,524,524.1232,15.72,3.144,1.7404,1.3736,3.93,1.572,3.144,30,6.66,3.33,10,66,458.306,13.1,49.01960784,13.7254902,917,458.694,35.29411765,493.9881176,1
226,543,543.1232,16.29,3.258,1.8636,1.4968,4.0725,1.629,3.258,30,6.66,3.33,10,66,475.1573,13.575,49.01960784,13.7254902,950.25,475.0927,35.29411765,510.3868176,1
227,329,329.1232,9.87,1.974,1.9868,1.62,2.4675,0.987,1.974,30,6.66,3.33,10,66,389.6051,8.225,49.01960784,13.7254902,575.75,186.1449,35.29411765,221.4390176,1
228,398,398.1232,11.94,2.388,2.11,1.7432,2.985,1.194,2.388,30,6.66,3.33,10,66,428.4314,9.95,49.01960784,13.7254902,696.5,268.0686,35.29411765,303.3627176,1
229,456,456.1232,13.68,2.736,2.2332,1.8664,3.42,1.368,2.736,30,6.66,3.33,10,66,462.4232,11.4,49.01960784,13.7254902,798,335.5768,35.29411765,370.8709176,1
230,512,512.1232,15.36,3.072,2.3564,1.9896,3.84,1.536,3.072,30,6.66,3.33,10,66,495.536,12.8,49.01960784,13.7254902,896,400.464,35.29411765,435.7581176,1
231,458,458.1232,13.74,2.748,2.4796,2.1128,3.435,1.374,2.748,30,6.66,3.33,10,66,480.3038,11.45,49.01960784,13.7254902,801.5,321.1962,35.29411765,356.4903176,1
232,425,425.1232,12.75,2.55,2.6028,2.236,3.1875,1.275,2.55,30,6.66,3.33,10,66,474.3011,10.625,49.01960784,13.7254902,743.75,269.4489,35.29411765,304.7430176,1
233,469,469.1232,14.07,2.814,2.726,2.3592,3.5175,1.407,2.814,30,6.66,3.33,10,66,502.1399,11.725,49.01960784,13.7254902,820.75,318.6101,35.29411765,353.9042176,1
234,541,541.1232,16.23,3.246,2.8492,2.4824,4.0575,1.623,3.246,30,6.66,3.33,10,66,542.2847,13.525,49.01960784,13.7254902,946.75,404.4653,35.29411765,439.7594176,1
235,368,368.1232,11.04,2.208,2.9724,2.6056,2.76,1.104,2.208,30,6.66,3.33,10,66,474.752,9.2,49.01960784,13.7254902,644,169.248,35.29411765,204.5421176,1
236,397,397.1232,11.91,2.382,3.0956,2.7288,2.9775,1.191,2.382,30,6.66,3.33,10,66,495.9983,9.925,49.01960784,13.7254902,694.75,198.7517,35.29411765,234.0458176,1
237,367,367.1232,11.01,2.202,3.2188,2.852,2.7525,1.101,2.202,30,6.66,3.33,10,66,491.3141,9.175,49.01960784,13.7254902,642.25,150.9359,35.29411765,186.2300176,1
238,397,397.1232,11.91,2.382,3.342,2.9752,2.9775,1.191,2.382,30,6.66,3.33,10,66,512.9999,9.925,49.01960784,13.7254902,694.75,181.7501,35.29411765,217.0442176,1
239,365,365.1232,10.95,2.19,3.4652,3.0984,2.7375,1.095,2.19,30,6.66,3.33,10,66,507.4367,9.125,49.01960784,13.7254902,638.75,131.3133,35.29411765,166.6074176,1
240,458,458.1232,13.74,2.748,3.5884,3.2216,3.435,1.374,2.748,30,6.66,3.33,10,66,556.811,11.45,49.01960784,13.7254902,801.5,244.689,35.29411765,279.9831176,1
241,476,476.1232,14.28,2.856,3.7116,3.3448,3.57,1.428,2.856,30,6.66,3.33,10,66,573.2228,11.9,49.01960784,13.7254902,833,259.7772,35.29411765,295.0713176,1
242,359,359.1232,10.77,2.154,3.8348,3.468,2.6925,1.077,2.154,30,6.66,3.33,10,66,530.3021,8.975,49.01960784,13.7254902,628.25,97.9479,35.29411765,133.2420176,1
243,367,367.1232,11.01,2.202,3.958,3.5912,2.7525,1.101,2.202,30,6.66,3.33,10,66,542.3189,9.175,49.01960784,13.7254902,642.25,99.9311,35.29411765,135.2252176,1
244,397,397.1232,11.91,2.382,4.0812,3.7144,2.9775,1.191,2.382,30,6.66,3.33,10,66,564.0047,9.925,49.01960784,13.7254902,694.75,130.7453,35.29411765,166.0394176,1
245,498,498.1232,14.94,2.988,4.2044,3.8376,3.735,1.494,2.988,30,6.66,3.33,10,66,616.895,12.45,49.01960784,13.7254902,871.5,254.605,35.29411765,289.8991176,1
246,582,582.1232,17.46,3.492,4.3276,3.9608,4.365,1.746,3.492,30,6.66,3.33,10,66,662.3138,14.55,49.01960784,13.7254902,1018.5,356.1862,35.29411765,391.4803176,1
247,461,461.1232,13.83,2.766,4.4508,4.084,3.4575,1.383,2.766,30,6.66,3.33,10,66,617.6351,11.525,49.01960784,13.7254902,806.75,189.1149,35.29411765,224.4090176,1
248,387,387.1232,11.61,2.322,4.574,4.2072,2.9025,1.161,2.322,30,6.66,3.33,10,66,593.6129,9.675,49.01960784,13.7254902,677.25,83.6371,35.29411765,118.9312176,1
249,365,365.1232,10.95,2.19,4.6972,4.3304,2.7375,1.095,2.19,30,6.66,3.33,10,66,592.4447,9.125,49.01960784,13.7254902,638.75,46.3053,35.29411765,81.59941765,1
250,354,354.1232,10.62,2.124,4.8204,4.4536,2.655,1.062,2.124,30,6.66,3.33,10,66,596.111,8.85,49.01960784,13.7254902,619.5,23.389,35.29411765,58.68311765,1
251,394,394.1232,11.82,2.364,4.9436,4.5768,2.955,1.182,2.364,30,6.66,3.33,10,66,622.1918,9.85,49.01960784,13.7254902,689.5,67.3082,35.29411765,102.6023176,1
252,297,297.1232,8.91,1.782,5.0668,4.7,2.2275,0.891,1.782,30,6.66,3.33,10,66,588.0611,7.425,49.01960784,13.7254902,519.75,-68.3111,35.29411765,-33.01698235,1
253,641,641.1232,19.23,3.846,5.19,4.8232,4.8075,1.923,3.846,30,6.66,3.33,10,66,747.7499,16.025,49.01960784,13.7254902,1121.75,374.0001,35.29411765,409.2942176,1
254,509,509.1232,15.27,3.054,5.3132,4.9464,3.8175,1.527,3.054,30,6.66,3.33,10,66,698.2367,12.725,49.01960784,13.7254902,890.75,192.5133,35.29411765,227.8074176,1
255,461,461.1232,13.83,2.766,5.4364,5.0696,3.4575,1.383,2.766,30,6.66,3.33,10,66,685.6415,11.525,49.01960784,13.7254902,806.75,121.1085,35.29411765,156.4026176,1
256,418,418.1232,12.54,2.508,5.5596,5.1928,3.135,1.254,2.508,30,6.66,3.33,10,66,675.2438,10.45,49.01960784,13.7254902,731.5,56.2562,35.29411765,91.55031765,1
257,394,394.1232,11.82,2.364,5.6828,5.316,2.955,1.182,2.364,30,6.66,3.33,10,66,673.1966,9.85,49.01960784,13.7254902,689.5,16.3034,35.29411765,51.59751765,1
258,287,287.1232,8.61,1.722,5.806,5.4392,2.1525,0.861,1.722,30,6.66,3.33,10,66,634.6709,7.175,49.01960784,13.7254902,502.25,-132.4209,35.29411765,-97.12678235,1
259,274,274.1232,8.22,1.644,5.9292,5.5624,2.055,0.822,1.644,30,6.66,3.33,10,66,637.4582,6.85,49.01960784,13.7254902,479.5,-157.9582,35.29411765,-122.6640824,1
260,510,510.1232,15.3,3.06,6.0524,5.6856,3.825,1.53,3.06,30,6.66,3.33,10,66,749.681,12.75,49.01960784,13.7254902,892.5,142.819,35.29411765,178.1131176,1
261,501,501.1232,15.03,3.006,6.1756,5.8088,3.7575,1.503,3.006,30,6.66,3.33,10,66,754.2263,12.525,49.01960784,13.7254902,876.75,122.5237,35.29411765,157.8178176,1
262,502,502.1232,15.06,3.012,6.2988,5.932,3.765,1.506,3.012,30,6.66,3.33,10,66,763.1666,12.55,49.01960784,13.7254902,878.5,115.3334,35.29411765,150.6275176,1
263,509,509.1232,15.27,3.054,6.422,6.0552,3.8175,1.527,3.054,30,6.66,3.33,10,66,774.7439,12.725,49.01960784,13.7254902,890.75,116.0061,35.29411765,151.3002176,1
264,304,304.1232,9.12,1.824,6.5452,6.1784,2.28,0.912,1.824,30,6.66,3.33,10,66,693.1472,7.6,49.01960784,13.7254902,532,-161.1472,35.29411765,-125.8530824,1
265,543,543.1232,16.29,3.258,6.6684,6.3016,4.0725,1.629,3.258,30,6.66,3.33,10,66,806.6885,13.575,49.01960784,13.7254902,950.25,143.5615,35.29411765,178.8556176,1
266,542,542.1232,16.26,3.252,6.7916,6.4248,4.065,1.626,3.252,30,6.66,3.33,10,66,814.7498,13.55,49.01960784,13.7254902,948.5,133.7502,35.29411765,169.0443176,1
267,417,417.1232,12.51,2.502,6.9148,6.548,3.1275,1.251,2.502,30,6.66,3.33,10,66,768.3131,10.425,49.01960784,13.7254902,729.75,-38.5631,35.29411765,-3.268982353,0
268,280,280.1232,8.4,1.68,7.038,6.6712,2.1,0.84,1.68,30,6.66,3.33,10,66,716.6024,7,49.01960784,13.7254902,490,-226.6024,35.29411765,-191.3082824,0
269,299,299.1232,8.97,1.794,7.1612,6.7944,2.2425,0.897,1.794,30,6.66,3.33,10,66,733.4537,7.475,49.01960784,13.7254902,523.25,-210.2037,35.29411765,-174.9095824,0
270,301,301.1232,9.03,1.806,7.2844,6.9176,2.2575,0.903,1.806,30,6.66,3.33,10,66,742.8335,7.525,49.01960784,13.7254902,526.75,-216.0835,35.29411765,-180.7893824,0
271,309,309.1232,9.27,1.854,7.4076,7.0408,2.3175,0.927,1.854,30,6.66,3.33,10,66,754.8503,7.725,49.01960784,13.7254902,540.75,-214.1003,35.29411765,-178.8061824,0
272,307,307.1232,9.21,1.842,7.5308,7.164,2.3025,0.921,1.842,30,6.66,3.33,10,66,762.4721,7.675,49.01960784,13.7254902,537.25,-225.2221,35.29411765,-189.9279824,0
273,408,408.1232,12.24,2.448,7.654,7.2872,3.06,1.224,2.448,30,6.66,3.33,10,66,815.3624,10.2,49.01960784,13.7254902,714,-101.3624,35.29411765,-66.06828235,0
274,407,407.1232,12.21,2.442,7.7772,7.4104,3.0525,1.221,2.442,30,6.66,3.33,10,66,823.4237,10.175,49.01960784,13.7254902,712.25,-111.1737,35.29411765,-75.87958235,0
275,401,401.1232,12.03,2.406,7.9004,7.5336,3.0075,1.203,2.406,30,6.66,3.33,10,66,829.2875,10.025,49.01960784,13.7254902,701.75,-127.5375,35.29411765,-92.24338235,0
276,406,406.1232,12.18,2.436,8.0236,7.6568,3.045,1.218,2.436,30,6.66,3.33,10,66,839.9858,10.15,49.01960784,13.7254902,710.5,-129.4858,35.29411765,-94.19168235,0
277,508,508.1232,15.24,3.048,8.1468,7.78,3.81,1.524,3.048,30,6.66,3.33,10,66,893.3156,12.7,49.01960784,13.7254902,889,-4.3156,35.29411765,30.97851765,0
278,308,308.1232,9.24,1.848,8.27,7.9032,2.31,0.924,1.848,30,6.66,3.33,10,66,813.9164,7.7,49.01960784,13.7254902,539,-274.9164,35.29411765,-239.6222824,0
279,301,301.1232,9.03,1.806,8.3932,8.0264,2.2575,0.903,1.806,30,6.66,3.33,10,66,819.3407,7.525,49.01960784,13.7254902,526.75,-292.5907,35.29411765,-257.2965824,0
280,508,508.1232,15.24,3.048,8.5164,8.1496,3.81,1.524,3.048,30,6.66,3.33,10,66,918.818,12.7,49.01960784,13.7254902,889,-29.818,35.29411765,5.476117647,0
281,604,604.1232,18.12,3.624,8.6396,8.2728,4.53,1.812,3.624,30,6.66,3.33,10,66,969.5108,15.1,49.01960784,13.7254902,1057,87.4892,35.29411765,122.7833176,0
282,641,641.1232,19.23,3.846,8.7628,8.396,4.8075,1.923,3.846,30,6.66,3.33,10,66,994.2731,16.025,49.01960784,13.7254902,1121.75,127.4769,35.29411765,162.7710176,0
